"block_timestamp"	"reason"	"userid"	"matched"
"200809"	"3RR, repeatedly removing csd tag"	7891732	2
"200912"	"[[WP:Vandalism|Vandalism]]"	5484177	2
"200603"	"3RR violation at [[Pakistan]]"	947640	2
"201004"	"[[WP:Vandalism|Vandalism]]"	12133279	2
"200804"	"violation of topic ban - http://en.wikipedia.org/w/index.php?diff=207308988&oldid=207204245"	466871	2
"201002"	"[[WP:Vandalism|Vandalism]]"	8466521	2
"200905"	"[[Wikipedia:Vandalism|Vandalism]]"	5859780	2
"200609"	"Edit-warring and vandalism"	2180176	2
"201207"	"persistent disruptive editing on [[Bangladesh Liberation War]]"	17024223	2
"200802"	"[[Wikipedia:Vandalism|Vandalism]]"	6534903	2
"200808"	"[[WP:Vandalism|Vandalism]]"	7292781	2
"201009"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	4915898	2
"200711"	"[[Wikipedia:Vandalism|Vandalism]]"	5743028	2
"200708"	"vandalism-only account"	5055116	2
"200808"	"[[WP:Vandalism|Vandalism]]-only account"	7385107	2
"200901"	"[[WP:Vandalism|Vandalism]]-only account"	8857120	2
"200610"	"gross incivility + vandalism (death threat)"	2389414	2
"200701"	"[[WP:3RR]] violation at [[Mammed Amin Rasulzade]]"	3242735	2
"201008"	"[[WP:Disruptive editing|Disruptive editing]]"	12412537	2
"201005"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]"	10979086	2
"200807"	"[[WP:Vandalism|Vandalism]]"	7472003	2
"200812"	"[[WP:Disruptive editing|Disruptive editing]]"	8562923	2
"200703"	"vandalism"	2457979	2
"200606"	"Personal attacks on [[Wikipedia:Articles for deletion/Bhurabal]]"	1637506	2
"201012"	"[[WP:Edit warring|Edit warring]]"	6353058	2
"200809"	"Repeated [[WP:COPY|copyright violations]] despite being warned"	6014161	2
"200705"	"Vandalism"	4311532	2
"200902"	"revert-warring on [[Macedonian Muslims]]"	8560304	2
"200805"	"[[WP:Vandalism|Vandalism]]-only account"	6830859	2
"200703"	"Vandal account"	3801947	2
"200709"	"Attempting to [[Wikipedia:Civility|harass]] other users"	624371	2
"200604"	"more sockpuppetry and trolling"	379199	2
"201209"	"[[WP:Edit warring|Edit warring]]: [[WP:AN3#User:SPECIFICO reported by User:Collect (Result: 31h)]]"	17428571	2
"200702"	"Continuing violations of Wikipedia image copyright and fair-use policies"	1983100	2
"200909"	"copyright violations"	10429444	2
"200712"	"[[Wikipedia:Vandalism|Vandalism]]"	2546306	2
"201106"	"Repeatedly creating unsuitable page, using talk page and user page to evade article protection, both via this account and anonymously."	14704981	2
"200602"	"vandalism"	941700	2
"200909"	"[[WP:Edit war|Edit warring]]: at [[Steve Gaines (pastor)]], per a complaint at [[WP:AN3]]"	10342969	2
"200801"	"[[WP:3RR|3RR]] violation on [[Dominican Day Parade]]."	132585	2
"200712"	"[[Wikipedia:Vandalism|Vandalism]]"	5386061	2
"201106"	"[[WP:Edit warring|Edit warring]]: continued"	12761455	2
"200708"	"Persistent [[WP:VAND|vandalism]]"	5068918	2
"201208"	"[[WP:Disruptive editing|Disruptive editing]]"	17315902	2
"200701"	"personal attacks"	320771	2
"200701"	"crude vandalism"	3313829	2
"201208"	"[[WP:Disruptive editing|Disruptive editing]]: talk page harassment"	16280978	2
"200701"	"vandalism"	3174985	2
"200601"	"vandalism"	485932	2
"201210"	"[[WP:Disruptive editing|Disruptive editing]]: Persistent recreation of deleted bios"	17647788	2
"200701"	"3rr on Template:Survivor contestants"	1272127	2
"201009"	"Creating [[WP:Copyright violations|copyright violations]]: First edit after block expiry is to re-insert copyrighted material into [[Daffodil International University]]."	11071890	2
"200809"	"[[WP:Edit war|Edit warring]]"	2081112	2
"200701"	"recreating repeatedly deleted nonsense content, despite several warnings"	2450439	2
"201110"	"Violation of the [[WP:Three-revert rule|three-revert rule]]"	8672232	2
"201010"	"[[WP:Vandalism|Vandalism]]"	6774658	2
"200712"	"[[Wikipedia:Vandalism|Vandalism]]"	5548443	2
"201111"	"Violations of the [[WP:BLP|Biographies of living persons policy]]"	15795099	2
"200809"	"[[WP:Vandalism|Vandalism]]: of article on Islam"	3163108	2
"200907"	"Tendentious edit warring"	9988712	2
"200809"	"[[WP:Edit war|Edit warring]]: Persistent edit-warring on [[Euro]]"	7271780	2
"200705"	"Vandalism"	4404310	2
"201205"	"[[WP:Edit warring|Edit warring]]"	16715450	2
"200709"	"[[Wikipedia:Vandalism|Vandalism-only]] account"	5426353	2
"201001"	"[[WP:Vandalism|Vandalism]]"	11505052	2
"200705"	"Vandalism: Attacking other users"	4401031	2
"200603"	"[[WP:3RR|Three revert rule violation]] on [[Chad ""Corntassel"" Smith]] -- please don't revert an article more than 3 times in a 24 hour period."	1144268	2
"201003"	"vandalism to the mainpage"	11833553	2
"200606"	"continous vandalizing of John Benitez article"	1619320	2
"200809"	"[[WP:Vandalism|Vandalism]]"	7769010	2
"200709"	"[[Wikipedia:Vandalism|Vandalism]]"	5313337	2
"201111"	"[[WP:Edit warring|Edit warring]]"	3122044	2
"200712"	"Repeated addition of non-notable person into articles"	5932398	2
"201110"	"[[WP:Vandalism|Vandalism]]"	15065771	2
"201102"	"[[WP:Vandalism|Vandalism]]"	10489663	2
"201202"	"[[WP:Edit warring|Edit warring]]: [[Republican Party presidential primaries, 2012]], [[Results of the 2012 Republican Party presidential primaries]]"	16026336	2
"200809"	"Pagemove vandalism/somehow doing admin actions"	5399284	2
"200712"	"Persistent copyvio"	5778669	2
"200809"	"repeatedly inserting nonsense information after multiple warnings"	7855313	2
"200602"	"creation of ""pedo"" template in violation of WP:POINT"	387364	2
"200706"	"vandalism; nonsense article creation"	1929034	2
"200801"	"[[Wikipedia:Vandalism|Vandalism]]"	5760101	2
"200604"	"Vandalism... my first block, so keeping it short"	1328928	2
"200709"	"[[Wikipedia:Vandalism|Vandalism]]"	5382844	2
"201203"	"[[WP:Edit warring|Edit warring]]: Edit warring across multiple templates"	8454797	2
"200811"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	1778148	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account"	8066364	2
"200803"	"[[Wikipedia:Vandalism|Vandalism]]"	264934	2
"200705"	"Inserting nonsense into pages"	3881744	2
"200802"	"[[Wikipedia:Edit war|Edit warring]]: edit warring on [[Wikipedia:Administrators' noticeboard/Arbitration enforcement]]"	5162928	2
"200804"	"[[WP:Vandalism|Vandalism]]-only account"	5728283	2
"201006"	"[[WP:Arbitration enforcement|Arbitration enforcement]]: violation of 1RR at [[Gaza flotilla clash]]"	8710290	2
"200704"	"banned for one year per [[Wikipedia:Requests_for_arbitration/Lukas19-LSLM]]"	1096307	2
"200802"	"[[Wikipedia:Edit war|Edit warring]]: at [[Berkshire East Ski Resort]]"	1777149	2
"201103"	"Creating [[WP:Copyright violations|copyright violations]]"	782153	2
"200706"	"edit-warring at [[Killer application]], vandalism"	4543593	2
"200811"	"[[WP:Vandalism|Vandalism]]-only account"	7893091	2
"200807"	"[[WP:Vandalism|Vandalism]]"	4789721	2
"200708"	"[[Wikipedia:Vandalism|Vandalism]]"	2166105	2
"200706"	"[[Wikipedia:Copyrights|Copyright infringement]]: please respond to the message I left on your user page"	4630186	2
"201108"	"[[WP:Edit warring|Edit warring]]: [[Harvey Milk]] and logged out editing"	7486873	2
"200806"	"disruptive edits despite warnings"	7229336	2
"200807"	"[[WP:Disruptive editing|Disruptive editing]]: failure to discuss, many previous warnings"	5851814	2
"200908"	"[[WP:Vandalism|Vandalism]]"	10330555	2
"201111"	"Violation of the [[WP:Three-revert rule|three-revert rule]]: [[Telangana movement]]"	936776	2
"200602"	"Repeated blanking of [[Jerry Sadowitz]] despite multiple warnings, refuses to discuss issue"	859998	2
"200811"	"[[WP:Edit war|Edit warring]]: also [[WP:Civility]], abuse of other editors"	6540492	2
"200706"	"[[WP:POINT]] violations, continually recreating a varient article in article space.  Was warned."	4318306	2
"200808"	"trolling/false consensus at various pages"	6762380	2
"200707"	"vandalism-only account"	4991090	2
"201102"	"[[WP:Disruptive editing|Disruptive editing]]"	8838153	2
"200603"	"3rr on Ante Starčević"	1124134	2
"200710"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation"	5257418	2
"201010"	"Violation of the [[WP:Three-revert rule|three-revert rule]]"	8453364	2
"200601"	"sock puppet created to vandalize"	779163	2
"200902"	"[[WP:Vandalism|Vandalism]]"	9037202	2
"201112"	"entrenched edit war"	8917946	2
"200707"	"[[Wikipedia:Vandalism|Vandalism]]"	4765705	2
"200602"	"3RR (see talk page)"	716541	2
"201106"	"[[WP:Disruptive editing|Disruptive editing]]: persistent removal of information (unverified, unexplained)"	14377440	2
"200911"	"Creating [[WP:Attack page|attack]], [[WP:Patent nonsense|nonsense]] or other inappropriate pages"	10954084	2
"200910"	"[[WP:Edit war|Edit warring]]"	10708341	2
"201007"	"[[WP:NPA|Way too far]] -- http://en.wikipedia.org/w/index.php?title=User_talk:J_Milburn&diff=prev&oldid=371603015"	8453364	2
"200610"	"disruption, misleading edit summaries"	536460	2
"200807"	"[[WP:Vandalism|Vandalism]]"	7468085	2
"200603"	"vandalism"	1114009	2
"200906"	"[[WP:Vandalism|Vandalism]]"	9906243	2
"200712"	"vandalism-only account"	5973814	2
"200811"	"[[WP:Vandalism|Vandalism]]-only account"	8196564	2
"200806"	"[[WP:Vandalism|Vandalism]]"	7248927	2
"200602"	"constantly trolling about arbcom clerks"	172235	2
"200907"	"[[WP:Edit war|Edit warring]]: Violation of the [[WP:Three-revert rule|three-revert rule]]: Harassment of user who reported him"	10056502	2
"200705"	"Continuing violations of Wikipedia image copyright and fair-use policies"	3364565	2
"200811"	"[[WP:Vandalism|Vandalism]]: Numerous acts of disruptive editing today and recently."	8397324	2
"200607"	"vandalism"	1808766	2
"200802"	"[[Wikipedia:Vandalism|Vandalism]]"	6533925	2
"200801"	"Blocked for 24 hours, due to recent abuse. To appeal or request help, please [[Special:Emailuser/Luna Santin|contact me]], [[#Emailing us|unblock-en-l]], or follow the instructions below."	6189737	2
"200910"	"[[WP:Disruptive editing|Disruptive editing]]: Continued removal of speedy deletion tags as user and IP"	1877790	2
"200908"	"[[WP:Edit war|Edit warring]]: Violation of the [[WP:Three-revert rule|three-revert rule]]"	10384433	2
"200805"	"[[WP:Edit war|Edit warring]]: Edit warring on Paul van Dyk - 3RR violation"	6437934	2
"201003"	"[[WP:Vandalism|Vandalism]]"	12023458	2
"200712"	"Nothing but vandalism for December 2007; please contribute productively, or request unblocking when ready to do so. Thanks."	684771	2
"200701"	"Blocked for repeatedly inserting divisive and offensive comments in his userpage. User has a long history of ignoring warnings"	3081037	2
"200806"	"[[WP:Edit war|Edit warring]]"	7369788	2
"201106"	"[[WP:Edit warring|Edit warring]]: at [[Charles M. Robinson]] and [[Marion M. Steen]]; second violation in a month"	55983	2
"200909"	"Creating [[WP:Patent nonsense|nonsense]] pages"	5501098	2
"200712"	"Uploading copyrighted images despite many warnings to stop"	5924945	2
"201004"	"Creating [[WP:Attack page|attack]], [[WP:Patent nonsense|nonsense]] or other inappropriate pages"	9145029	2
"200604"	"vandalism & attack pages such as ""Jeff goldsmith"""	1175618	2
"200904"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	9271699	2
"200707"	"[[Wikipedia:Vandalism|Vandalism]]: Vandalism and personal attacks"	4893440	2
"201001"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	11513887	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account"	8081865	2
"200605"	"vandalism"	1441381	2
"200811"	"[[WP:Vandalism|Vandalism]]: Account recently vandalises and then does not edit for a couple of weeks"	1109810	2
"200602"	"Repeated vandalism"	934211	2
"201008"	"persistant incivility and agressive personal attacks after final warning"	12424037	2
"201012"	"[[WP:Disruptive editing|Disruptive editing]]"	13649243	2
"200801"	"[[Wikipedia:Vandalism|Vandalism]]"	5645040	2
"200707"	"Harry Potter-related vandalism"	3268403	2
"200904"	"[[WP:Edit war|Edit warring]]"	3479564	2
"201003"	"[[WP:Vandalism|Vandalism]]"	11810592	2
"200612"	"more copyright violation, misrepresenting photos as his own work"	2661371	2
"200810"	"[[WP:Edit war|Edit warring]]: at several India-film related articles.  Has been blocked before for this, has never used talk pages to discuss edits."	7709080	2
"200811"	"[[WP:Edit war|Edit warring]]: See history of [[Frank Zappa]]"	7765500	2
"200703"	"Trolling, sockpuppetry, POV pushing"	1209298	2
"200709"	"[[Wikipedia:Vandalism|Vandalism]]"	5239892	2
"200704"	"continued attacks and incivility"	2833711	2
"200905"	"abuse"	9641968	2
"201204"	"Creating [[WP:Attack page|attack]], [[WP:Patent nonsense|nonsense]] or other inappropriate pages"	16703954	2
"200802"	"[[Wikipedia:Arbitration enforcement|Arbitration enforcement]]: reset ban; sockpuppetry as [[User:Didodo]]"	193086	2
"200903"	"[[WP:Disruptive editing|Disruptive editing]]:&#32;Nonsense pages"	8928702	2
"201001"	"[[WP:Disruptive editing|Disruptive editing]]"	10942094	2
"200705"	"[[WP:3RR|3RR]] violation: at [[Faith Freedom International]] (multiple previous blocks; resumed edit warring immediately after returning to editing)"	305845	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account"	8045283	2
"200604"	"3RR [[WP:3RR]] on [[Alessandra Mussolini]]"	847736	2
"200902"	"abuse"	7345950	2
"200611"	"3rr on Operation Gladio"	311984	2
"201212"	"{{anonblock}}"	275971	2
"200902"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	7120902	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account: {{UsernameBlocked}} -- harassment"	8142847	2
"200607"	"personal attacks"	825724	2
"201204"	"[[WP:3RR|3RR]] violation on [[Zoophilia]]"	8695428	2
"200709"	"Edit warring"	329513	2
"200801"	"Violation of [[WP:3RR]]; reverted for 5th time after two warnings"	6029160	2
"201103"	"Vandal account (racist vandalism)"	14224003	2
"200609"	"incivility"	1139749	2
"200607"	"vandal"	1583138	2
"200709"	"Creating [[Wikipedia:Vandalism|nonsense]] pages"	5129609	2
"201003"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]"	11856538	2
"200708"	"[[Wikipedia:Vandalism|Vandalism]]"	5080133	2
"200903"	"abuse"	9186500	2
"200606"	"obviously a descructive, Wikipedia-saavy vandal"	1696940	2
"201003"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]"	11223615	2
"201106"	"Creating [[WP:Copyright violations|copyright violations]]: + removal of CSD tags"	8749086	2
"200808"	"[[WP:Vandalism|Vandalism]]"	7731545	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account"	6667033	2
"200609"	"vandal"	2345164	2
"200706"	"[[Wikipedia:Vandalism|Vandalism]]"	1860103	2
"200711"	"[[Wikipedia:Vandalism|Vandalism]]"	5801112	2
"200809"	"[[WP:Vandalism|Vandalism]]-only account"	7585514	2
"200909"	"[[WP:Edit war|Edit warring]]"	5728697	2
"201101"	"Violation of the [[WP:Three-revert rule|three-revert rule]]"	13057518	2
"200801"	"[[Wikipedia:Vandalism|Vandalism]]"	5417525	2
"201104"	"[[WP:Vandalism-only account|Vandalism-only account]]"	14295277	2
"200605"	"Gross sockpuppetry in attempt to get around 3RR"	1266954	2
"200701"	"Nonsense editing, ignoring all warnings"	3189099	2
"200811"	"[[WP:Vandalism|Vandalism]]-only account"	8339522	2
"201105"	"[[WP:Vandalism|Vandalism]]"	5710455	2
"200902"	"3rr on Steve King"	8942104	2
"200701"	"vandalism"	3333442	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account"	8042950	2
"200912"	"[[WP:Edit war|Edit warring]]: disruption on [[Scientific opinion on climate change]] article"	5583220	2
"200803"	"[[Wikipedia:Vandalism|Vandalism]]"	6658845	2
"200601"	"3RR"	77506	2
"201001"	"[[WP:Vandalism|Vandalism]]"	9535009	2
"201010"	"[[WP:Edit warring|Edit warring]]"	8279529	2
"200701"	"Vandalism"	2416799	2
"200702"	".violation of 3RR"	1023590	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account"	8006569	2
"200803"	"Continual edit-warring off a block; 3rd time in last month; next one will be indef"	6244193	2
"201005"	"repeated removal of CSD templates"	10409972	2
"200912"	"[[WP:Vandalism|Vandalism]]"	11324370	2
"200708"	"[[Wikipedia:Vandalism|Vandalism]]"	5006341	2
"200702"	"continued 3RR with sockpuppets"	3562456	2
"200712"	"Creating [[Wikipedia:Patent nonsense|nonsense]] pages: created hoax article about herself"	6035075	2
"200803"	"[[Wikipedia:Vandalism|Vandalism]]"	6581449	2
"200809"	"[[WP:Disruptive editing|Disruptive editing]]: repeated addition of unsourced information - continued after prev. block"	7488722	2
"201005"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	12396885	2
"201202"	"[[WP:Vandalism|Vandalism]]"	16281263	2
"200901"	"[[WP:Vandalism|Vandalism]]"	8825373	2
"200609"	"repeat vandalism"	2189491	2
"201201"	"Creating [[WP:Attack page|attack]], [[WP:Patent nonsense|nonsense]] or other inappropriate pages"	15970182	2
"201009"	"Creating [[WP:Attack page|attack]], [[WP:Patent nonsense|nonsense]] or other inappropriate pages"	13058015	2
"200804"	"Vandalism on various articles"	3437901	2
"200708"	"revert-warring on [[Middle East]] and [[Arab]], despite previous blocks"	1390147	2
"200701"	"Vandalism"	3083972	2
"200612"	"[[Wikipedia:Vandalism|Vandalism]]"	2910493	2
"200705"	"Vandalism: Warned already"	4110459	2
"201012"	"[[WP:Edit warring|Edit warring]]: on [[Arora]]"	10223652	2
"200802"	"Selective edits at [[WP:AN3]] to twist another user's report inappropriately (http://en.wikipedia.org/w/index.php?title=Wikipedia%3AAdministrators%27_noticeboard%2F3RR&diff=189760834&oldid=189755360)"	3011388	2
"200710"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation"	305357	2
"200804"	"Creating [[WP:Patent nonsense|nonsense]] pages"	6907458	2
"200802"	"[[Wikipedia:Edit war|Edit warring]]: on [[Scotland]]"	1478815	2
"200703"	"seems to be a stalker"	2952018	2
"200605"	"Violation of [[WP:3RR]]"	1466173	2
"201010"	"[[WP:Edit warring|Edit warring]]"	13186726	2
"201110"	"Violation of the [[WP:Three-revert rule|three-revert rule]]: [[Meat Loaf]], socking as [[User:58.178.141.112]]"	15447370	2
"200605"	"persistent vandalism"	1412739	2
"200805"	"[[WP:Vandalism|Vandalism]]"	5241940	2
"200701"	"Vandalism"	1377481	2
"200707"	"[[Wikipedia:Vandalism|Vandalism]]"	4966152	2
"200706"	"[[WP:DE|Disruption]] by [[WP:EW|revert-warring]] and breach of [[WP:3RR|three revert-rule]] on [[Richmond, California]]"	2275596	2
"200610"	"repeated recreation of deleted vanity article"	2578261	2
"200811"	"[[WP:Vandalism|Vandalism]]"	3303852	2
"200709"	"[[Wikipedia:Vandalism|Vandalism]]"	5435323	2
"201108"	"Violations of the [[WP:BLP|Biographies of living persons policy]]"	10836804	2
"200605"	"vandalism"	924807	2
"200801"	"[[Wikipedia:Vandalism|Vandalism]]"	3413860	2
"200906"	"Creating [[WP:Patent nonsense|nonsense]] pages"	9885854	2
"200601"	"abuse"	565254	2
"200703"	"Shameful personal attacks, lots of warnings over a long period of time."	3067969	2
"201210"	"[[WP:Edit warring|Edit warring]]: resumption of same edit warring behavior that resulted in the original block"	16863996	2
"200808"	"Blocked for a few days, due to recent [[WP:VAN|abuse of editing privileges]]. To appeal or request help, please [[Special:Emailuser/Lucasbfr|contact me]], [[#Emailing us|unblock-en-l]], or follow the instructions below."	7688568	2
"200605"	"Vandal, has been warned"	1355696	2
"200910"	"[[WP:Vandalism|Vandalism]]"	3067520	2
"200906"	"[[WP:Vandalism|Vandalism]]:&#32;followed on from IP address"	9760159	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account"	8050676	2
"201006"	"[[WP:Disruptive editing|Disruptive editing]]: Repeatedly adding bias to [[Labor unions in the United States]]"	4308900	2
"201111"	"[[WP:Disruptive editing|Disruptive editing]]"	15776133	2
"200704"	"Vandalism: Vandalism, but [[WP:AGF]]."	4261531	2
"200707"	"[[Wikipedia:Vandalism|Vandalism]]: Blanking pages and removing talk"	4483327	2
"200606"	"Vandalism of [[Greg Bravo (Gary Scott)]]"	1611787	2
"200706"	"Creating [[Wikipedia:Vandalism|nonsense]] pages"	4721136	2
"201205"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	6613307	2
"200912"	"[[WP:Vandalism|Vandalism]]"	11315020	2
"201002"	"[[WP:Vandalism|Vandalism]]"	11728359	2
"200803"	"[[Wikipedia:Vandalism|Vandalism]]"	3097823	2
"201209"	"highly confrontational, [[WP:BATTLEGROUND]] approach to dealing with others, personal attacks, inapproprate use of user page and  [[Wikipedia:Competence_is_required#Grudges| holding and acting on  grudges]] "	937448	2
"200810"	"[[WP:Vandalism|Vandalism]]"	8066196	2
"200702"	"Vandalism"	3443750	2
"201206"	"[[WP:Vandalism|Vandalism]]"	16230448	2
"200802"	"Blocked for 24 hours, due to recent abuse. To appeal or request help, please [[Special:Emailuser/Luna Santin|contact me]], [[#Emailing us|unblock-en-l]], or follow the instructions below."	6431137	2
"200611"	"Continued violations of Wikipedia image copyright and fair-use policies."	1639810	2
"201005"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]: on [[Royal Canadian Navy]]"	766126	2
"200903"	"[[WP:Edit war|Edit warring]]"	114927	2
"200706"	"[[Wikipedia:Vandalism|Vandalism]]"	4287295	2
"201110"	"Abusing [[WP:Sock puppetry|multiple accounts]]: [[User:George45646]], per CU, also 1RR vio as George45646 after previous block for the same"	15274206	2
"201003"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]: [[WP:AN3#User:KrumpKrumpKrumpKrump reported by User:SarekOfVulcan (Result: 1 month)]]"	10836247	2
"200607"	"vandalism"	358530	2
"201101"	"trolling, silly games with twinkle"	13812900	2
"201002"	"[[WP:Vandalism|Vandalism]]"	11785367	2
"200705"	"{{UsernameBlocked-vandal}}"	127798	2
"200709"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation: 4 reverts in 1 hour and 5 minutes"	4374166	2
"200709"	"Continuing to upload image copyright violations despite many warnings"	3748968	2
"201103"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]: Per [[WP:ANI]] thread"	404261	2
"200612"	"3RR on [[History of the Jews in Ukraine]]"	2624727	2
"200802"	"[[Wikipedia:Vandalism|Vandalism]]"	5850896	2
"200807"	"[[WP:Vandalism|Vandalism]]-only account"	7459239	2
"200908"	"[[WP:Disruptive editing|Disruptive editing]]"	8920510	2
"200801"	"[[Wikipedia:Edit war|Edit warring]]: Edit warring on [[Song Duk-ki]]"	6101152	2
"201204"	"[[WP:Copyright violations|Copyright violations]]"	7721436	2
"200704"	"vandalism"	4045385	2
"200606"	"Vandalising another's userpage twice, and then swearing at them"	311823	2
"200802"	"Inserting libelous attacks on living people into [[San Diego Union-Tribune]]"	6371026	2
"200607"	"3rr on White (people)"	62503	2
"201102"	"Violation of the [[WP:Three-revert rule|three-revert rule]]"	9354838	2
"200701"	"Disruption and lack of civility"	2466879	2
"200712"	"repeated disruptive behavior while showing no signs of improving behavior"	671535	2
"200906"	"[[WP:Edit war|Edit warring]]: edit wars"	9226855	2
"201209"	"[[WP:Vandalism|Vandalism]]"	16555794	2
"200903"	"abuse"	9161027	2
"201101"	"[[WP:Edit warring|Edit warring]]: [[Jatt Sikh]]"	2305934	2
"200807"	"civility issues"	5737131	2
"201208"	"[[WP:Disruptive editing|Disruptive editing]]"	17385741	2
"201002"	"Creating [[WP:Copyright violations|copyright violations]]"	6092625	2
"200607"	"Reinstating remaining 2.5 days of original block + 2.5 for additional disruption after being ublocked by Rebecca"	757540	2
"200610"	"Horrible insults, POV, race baiting, threats of sockpuppeteering"	314566	2
"201201"	"[[WP:Vandalism|Vandalism]]"	15803400	2
"201209"	"[[WP:Edit warring|Edit warring]]"	12537341	2
"201111"	"[[WP:Disruptive editing|Disruptive editing]]"	15385296	2
"200804"	"Creating [[WP:Patent nonsense|nonsense]] pages"	6942261	2
"201009"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]: http://en.wikipedia.org/w/index.php?title=User_talk:Netalarm&diff=386893375&oldid=386861490"	8846316	2
"200812"	"vandalism"	8443546	2
"200705"	"[[WP:3RR|3RR]] violation on [[Ancient Egypt and race]]"	106482	2
"200809"	"[[WP:Vandalism|Vandalism]]"	3792658	2
"200809"	"[[WP:Vandalism|Vandalism]]-only account"	7783347	2
"200606"	"Continued blatant copyright violations on images"	655921	2
"200809"	"[[WP:Disruptive editing|Disruptive editing]]: / [[WP:HARASS|harassment]]"	3962799	2
"200608"	"Vandalism"	1624750	2
"201203"	"[[WP:Edit warring|Edit warring]]: [[Gravitational potential]]"	16410112	2
"200706"	"Incivility, canvassing"	3887974	2
"200712"	"[[Wikipedia:Vandalism|Vandalism]]"	5977538	2
"200610"	"As per WP:BAN, the one year ArbCom ban has been reset based on evading it with sockpuppet [[user:69.237.25.239]]"	1209171	2
"201102"	"[[WP:Vandalism|Vandalism]]"	13917624	2
"201109"	"[[WP:Disruptive editing|Disruptive editing]]: Repeated removal of speedy deletion templates."	15320718	2
"200803"	"reinsertion of unsourced, controversial material into a BLP"	457451	2
"200910"	"Repeated [[WP:Copyright violations|copyright violations]]"	10691833	2
"200708"	"[[Wikipedia:Vandalism|Vandalism]]"	5094231	2
"201008"	"Violations of the [[WP:BLP|Biographies of living persons policy]]"	12830219	2
"201105"	"[[WP:EW|edit warring]] at [[Karen Armstrong]], [[WP:DE|disruptive editing]]"	14298499	2
"200710"	"inappropriate username"	5492195	2
"200603"	"Breach of [[Wikipedia:Three-revert rule]] on [[Talk:Cyprus]]"	656750	2
"200710"	"[[Wikipedia:Vandalism|Vandalism-only]] account"	5592398	2
"200611"	"[[WP:CIVIL]] [http://en.wikipedia.org/w/index.php?title=User_talk:Aminz&diff=prev&oldid=88973427]"	2410369	2
"201010"	"Violations of the [[WP:BLP|Biographies of living persons policy]]"	13171526	2
"200602"	"vandalism"	988846	2
"200810"	"Creating [[WP:Patent nonsense|nonsense]] pages"	8152137	2
"201203"	"[[WP:Disruptive editing|Disruptive editing]]: persistent and by now disruptive editing in a non-collaborative manner"	12014816	2
"200802"	"[[Wikipedia:Disruptive editing|Disruption]]: Repeatedly removing content from pages"	6365691	2
"200711"	"[[Wikipedia:Vandalism|Vandalism]]"	5749790	2
"200901"	"[[WP:Edit war|Edit warring]]: Violation of the [[WP:Three-revert rule|three-revert rule]] on: using a sockpuppet [[Wikipedia:Sockpuppet investigations/Powerprowess]]"	8709360	2
"200904"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	8002813	2
"201107"	"[[WP:Copyright violations|Copyright violations]]"	11626112	2
"200612"	"repeated trolling on the India page"	1988205	2
"200608"	"nonsense/vandalism"	1940336	2
"200605"	"blocked for disruption on NLP. [http://en.wikipedia.org/w/index.php?title=Neuro-linguistic_programming&diff=53261665&oldid=53249517]. Removed over 10 disputed tags unilaterally and without sufficient discussion"	496662	2
"201201"	"[[WP:Disruptive editing|Disruptive editing]]: edit warring, battleground mentality, and [[m:MPOV]] issues"	12611303	2
"200906"	"[[WP:Disruptive editing|Disruptive editing]]"	9983664	2
"200908"	"[[WP:Edit war|Edit warring]]: Violation of the [[WP:Three-revert rule|three-revert rule]]: Incivility as well"	4577593	2
"200601"	"Violation of [[Wikipedia:Three revert rule]]"	778526	2
"200806"	"[[WP:Disruptive editing|Disruptive editing]]"	3708161	2
