"block_timestamp"	"reason"	"userid"	"matched"
"200602"	"[[WP:3RR]] violation at [[Lee Harvey Oswald]]"	543227	2
"200602"	"vandalism"	911373	2
"200602"	"another identity of EffK, as per arbcom"	282861	2
"200602"	"Sock puppeteering, trolling, inveterate pestering, I think this guy WANTS to get blocked."	852966	2
"200602"	"won't stop adding nonsense"	912978	2
"200602"	"[[Wikistalking]] of Khaosworks."	486516	2
"200602"	"Vandalism"	925001	2
"200602"	"legal threats"	866175	2
"200602"	"vandal account"	884732	2
"200602"	"vandalism, 3RR at [[Matt Leinart]]"	966974	2
"200602"	"vandalism; please come back in 15 minutes and make useful edits"	767443	2
"200602"	"removing cartoons from article on Muhammad cartoons; previously blocked for vandalism to same article"	911373	2
"200602"	"Gonna go out on a limb here and guess you're a vandal."	868662	2
"200602"	"Violation of [[WP:3RR|three revert rule]]. Please discuss changes on talk pages instead of edit warring."	685890	2
"200602"	" vandal account, one onth block"	890918	2
"200602"	"Harrassment of another user"	752535	2
"200602"	"repeated forgeries, vandalistic edits, and removals of other opinions from talk after warning"	242611	2
"200602"	"returning vandal"	966974	2
"200602"	"vandalism with Afd tags"	782994	2
"200602"	"Vandalism of a talk page"	947668	2
"200602"	"resetting ArbCom ban, continues to edit talk page, complaining about the ban"	387364	2
"200602"	"vandalism"	469873	2
"200602"	"Persistent vandalism"	968357	2
"200602"	"violation of [[wp:3rr]] on [[Space opera in Scientology doctrine]]"	644893	2
"200602"	"vandalism"	847165	2
"200602"	"3rr"	920809	2
"200602"	"Vandalism to AFD"	857414	2
"200602"	"violation of [[WP:3RR]], see user's talk page"	210000	2
"200602"	"repeated vandalism"	902297	2
"200602"	"userpage vandalism"	760423	2
"200602"	"vandalism"	847871	2
"200602"	"Vandalism"	969330	2
"200602"	"blatant vandalism"	870624	2
"200602"	"Repeated creation of [[The weather in London]] as an act of vandalism"	207372	2
"200602"	"3RR violation"	940998	2
"200602"	"vandalism"	829432	2
"200602"	"A) He was doing nothing but trolling B)Two other users, including Jimbo blocked him C)It is poor form to wheel war without discussion"	727159	2
"200602"	"blocked as continuation of wayne rooney vandalism"	901993	2
"200602"	"3RR on [[Multiple Drafts Model]]"	154525	2
"200602"	"personal attacks against [[User:Kelly Martin]]"	383784	2
"200602"	"3rr"	44286	2
"200602"	"Image copyright problems- needs to have time to read and understand the messages posted on his talk page."	856444	2
"200602"	"Three Revert Rule Violation"	807398	2
"200602"	"personal attack"	950900	2
"200602"	"personal attacks, it doesn't matter if it's your talk page, you will not attack/defame other users period."	694154	2
"200602"	"vandal, mega-large edits swamps browser"	805920	2
"200602"	"Violation of [[WP:3RR]] on [[Chicago White Sox]]"	966676	2
"200602"	"misrepresentation of image copyrights"	342993	2
"200602"	"disruptive edit summaries, personal attacks, incivility, etc."	739543	2
"200602"	"vandalism account"	940705	2
"200602"	"attack on raul and vandalism"	602695	2
"200602"	"Incivility, creating a user page to attack that user."	728690	2
"200602"	"vandalism"	712993	2
"200602"	"vandalism"	940326	2
"200602"	"3rr"	44286	2
"200602"	"3RR [[Capitalism]]"	411742	2
"200602"	"disruptive editing"	866175	2
"200602"	"one or two instances of vandalism does not warrant an indefinite block, unfortunately Curps's bot  doesn't know that"	917658	2
"200602"	"Using sockpuppet accounts to avoid 3RR"	827599	2
"200602"	"violation of [[WP:3RR]] at [[Typhoid_Mary (comics)]]"	305031	2
"200602"	"3rr violation"	729553	2
"200602"	"Repeated postings of Spanish language copyvios"	889965	2
"200602"	"violation of [[WP:3RR]] on [[Jacob D. Robida]]"	578923	2
"200602"	"Continued personal attacks against Karmafist."	102727	2
"200602"	"Repeated vandalism"	859304	2
"200602"	"[[WP:NPA]]/vandalism"	902357	2
"200602"	"3RR [[Jyllands-Posten Muhammad cartoons]]"	725741	2
"200602"	"Breach of ArbCom-imposed 1RR; revert war on five different pages; see [[WP:ANI]]."	41995	2
"200602"	"3RR on [[Multiple Drafts Model]]"	195268	2
"200602"	"A reciprocal block for month long edit warring with [[User:Evrik]]"	158008	2
"200602"	"vandalism"	786439	2
"200602"	"blanking+framing"	818697	2
"200602"	"3rr on babylon and probably elsewhere"	944720	2
"200602"	"creation of ""pedo"" template in violation of WP:POINT"	387364	2
"200602"	"Continued edit warring.  Next block will be for longer."	203950	2
"200602"	"blanking other's user page"	834015	2
"200602"	"shortening 3RR block on recommendation from Kim Bruning, who discussed the issue with dzonatas"	575970	2
"200602"	"3RR, and a possible sock of Lightbringer.  We'll discuss that."	992666	2
"200602"	"vandalism"	74878	2
"200602"	"violation of 3RR"	741964	2
"200602"	"as per ArbCom ruling"	113059	2
"200602"	"Violation of Arbcom injunction"	680483	2
"200602"	"vandalism"	769607	2
"200602"	"3rr on Current events"	2420359	2
"200602"	"3rr on Homeopathy"	314612	2
"200602"	"resetting again per ArbCom ban, has now edited userpage as an anon"	387364	2
"200602"	"violation of 3RR"	418951	2
"200602"	"repeated vandalism, ignored warning"	894088	2
"200602"	"violation of ArbCom decision--edited Star Wars-related page in violation of ban http://en.wikipedia.org/w/index.php?title=Star_Wars_Episode_IV:_A_New_Hope&diff=39028889&oldid=38533409"	260349	2
"200602"	"3RR"	928289	2
"200602"	"3RR on [[Paris]]"	610602	2
"200602"	"Continued personal attacks after many many warnings to stop. Now we have him putting up a request for checkuser where it's just retaliation. I've given him every benefit of the doubt but I've had enough. I will post at AN"	614605	2
"200602"	"one or two instances of vandalism does not warrant an indefinite block, unfortunately Curps's bot  doesn't know that"	917279	2
"200602"	"self-promoting vandal"	694982	2
"200602"	"repeated blatant vandalism; warned"	753257	2
"200602"	"3RR"	931250	2
"200602"	"vandalism"	975291	2
"200602"	"disruption"	947668	2
"200602"	"vandalism"	712993	2
"200602"	"violation of [[WP:3RR]] on [[Plasma cosmology]]"	559596	2
"200602"	"3RR on Hyper-Calvinism"	686603	2
"200602"	"vandalism"	884633	2
"200602"	"Personal attacks"	7925980	2
"200602"	"3RR on [[Abortion]]"	317628	2
"200602"	"repeated vandalism despite warnings"	956370	2
"200602"	"vandalism and attacks"	963732	2
"200602"	"continued harassment, personal attacks, wikistalking, failure to remove personal attack from sig even when warned"	486516	2
"200602"	"no legal threats ([[WP:NLT]])"	795963	2
"200602"	"Personal attack, again, disruption, again and editor had his/her i month block lifted by me, yet still behaves this way"	733316	2
"200602"	"Personal attacks, after being warned"	44428	2
"200602"	"vandalism"	94260	2
"200602"	"vandalism"	977571	2
"200602"	"After further review, I do see a 3RR violation; sorry"	44286	2
"200602"	"[[WP:3RR]]"	997355	2
"200602"	"[[WP:3RR]] violation"	105226	2
"200602"	"disregarding direct administrator order re: page blanking."	987745	2
"200602"	"please STOP vandalizing"	932116	2
"200602"	"repeated vandalisms"	982579	2
"200602"	"3rr (shortened from 72)"	415088	2
"200602"	"Banned from Wikipedia for two months per [[Wikipedia:Requests for arbitration/Pedophilia userbox wheel war]] remedy 6.1"	387364	2
"200602"	"repeated personal attacks"	524711	2
"200602"	"vandalism"	987852	2
"200602"	"Vandalism, was warned"	995097	2
"200602"	"repeated personal attacks"	945450	2
"200602"	"3RR"	195268	2
"200602"	"Use of socks to evade 3rr on online creation"	744104	2
"200602"	"Sustained vandalism"	208899	2
"200602"	"24 for 3RR at People of the Book and Protest Warrior, additional 24 for personal attacks in edit summaries,"	305845	2
"200602"	"repeated personal attacks against users who wish to discuss userbox policy"	383784	2
"200602"	"[[WP:3RR|3RR]] violation on [[Grozny]]"	763540	2
"200602"	"Incivility on neuro-linguistic programming (per arbcom mentorship guidelines)"	614958	2
"200602"	"vandal onlly account"	995164	2
"200602"	"Vandalism, was warned, see talk"	113059	2
"200602"	"Vandalism, yo?"	977043	2
"200602"	"blatant incivility"	886115	2
"200602"	"3RR on [[David Irving]]"	745417	2
"200602"	"trolling"	283784	2
"200602"	"disruption and 3rr on David Hilbert"	921428	2
"200602"	"3rr on Jesus, Prince of Peace :-("	53980	2
"200602"	"3rr violation ott"	307063	2
"200602"	"Persistent vandalism"	932421	2
"200602"	"Using sock puppet accounts to aviod 3RR"	757540	2
"200602"	"vandalism"	903795	2
"200602"	"incivility on talk page"	203950	2
"200602"	"3RR violation"	503748	2
"200602"	"Vandalism"	333389	2
"200602"	"vandalism; warned"	961769	2
"200602"	"User banned for 3 days per [[Wikipedia:Requests for arbitration/Pedophilia userbox wheel war]] remedy 3"	698745	2
"200602"	"3RR (see talk page)"	241337	2
"200602"	"Arbcom ban"	84738	2
"200602"	"trolling, yet again"	326148	2
"200602"	"vandalism"	896191	2
"200602"	"Vandalism"	882797	2
"200602"	"vandalism"	854230	2
"200602"	"reduce block time for disruption"	296328	2
"200602"	"3rr on Trinity College, Dublin"	1000101	2
"200602"	"3RR on [[YTMND]]"	918410	2
"200602"	"as per ArbCom ruling"	387364	2
"200602"	"Vandalism"	998327	2
"200602"	"vandalism"	926553	2
"200602"	"Vandalising my user page"	727245	2
"200602"	"Correct length. Again, original block was for disruption, personal attack http://en.wikipedia.org/w/index.php?title=User_talk%3AMike18xx&diff=39123028&oldid=39067711"	305845	2
"200602"	"No explanation given for block after request for clarification; no 3RR in evidence"	12620	2
"200602"	"vandalism"	884179	2
"200602"	"3rr"	878694	2
"200602"	"personal attacks"	940938	2
"200602"	"vandalism..."	897972	2
"200602"	"Continuing to make disruptive edits, despite lack of consensus, making them in a way which frequently makes an article worse, and failure to discuss the date linking."	51235	2
"200602"	"recreating multiply-deleted articles, hoaxes"	928365	2
"200602"	"vandalism"	859304	2
"200602"	"repeated vandalism; no communication"	871669	2
"200602"	"vandalism"	907170	2
"200602"	"Vandalism, fx http://en.wikipedia.org/w/index.php?title=Orangemen&diff=41671087&oldid=41670806"	1004861	2
"200602"	"not explaining weird ass edits that are almost certainly sneaky vandalism."	888497	2
"200602"	"almost-daily disruption at WikiProject Football, harassment of User:Cantthinkofagoodname, incivility to User:Elisson, use of sockpuppet"	309296	2
"200602"	"more vandalism"	667465	2
"200602"	"vandalism of [[Wikipedia]]"	979407	2
"200602"	"Vandalism, profanity, article blanking; warned"	886341	2
"200602"	"Egregious edit warring at [[Astronomy]] and [[Judicial astrology]]"	680483	2
"200603"	"dispute over a sock tag, small vandalism."	996120	2
"200603"	"3rr vio at [[Iranian peoples]]"	809089	2
"200603"	"vandalism"	685890	2
"200603"	"repeat violation of [[Wikipedia:Requests for arbitration/Rajput]]"	654125	2
"200603"	"Creating a series of nonsense articles - even when asked to stop"	1166576	2
"200603"	"[[WP:3RR]] vio on [[Macedonian language]]"	466515	2
"200603"	"breach of Arbcom ban on editing articles referring to people's homosexuality"	44286	2
"200603"	"3RR (3? 13!) on Sayyid Abul Ala Maududi"	308269	2
"200603"	"3RR on [[Abortion]] intro"	1090499	2
"200603"	"3RR on [[Rules of war in Islam]], [[Jizya]], and [[Dhimmi]]"	754477	2
"200603"	"3rr [http://en.wikipedia.org/w/index.php?title=Machsom_Watch&action=history]"	18776	2
"200603"	"No personal attacks (again)"	822697	2
"200603"	"repeatead vandalisms despite warnings"	1062075	2
"200603"	"permanent silly vandalism, ignorant editing in multiple articles over a long time. Please come back in a year when you grow up."	992768	2
"200603"	"Still more random space vandalism"	740650	2
"200603"	"vandalism blue-winged teal"	269321	2
"200603"	"Cluelessness that amounts to vandalism. Read the links on your talk page, then come back tomorrow."	1022439	2
"200603"	"3RR at [[John Doolittle]]"	659159	2
"200603"	"Repeated vandalism after warnings"	892051	2
"200603"	"Vandalism"	1014587	2
"200603"	"falsing WP rules to justify previous edit warring"	118525	2
"200603"	"continued vandalism despite warnings. 3hr block."	1029672	2
"200603"	"recreation of attack pages, vandalism of userpages"	1050324	2
"200603"	"personal attacks"	716477	2
"200603"	"Incivility, evading block, harassment"	302655	2
"200603"	"Vandalism, defiance"	363845	2
"200603"	"vandalism"	1019240	2
"200603"	"unending edit warring, no response to previous 3RR vios, just got another one"	330204	2
"200603"	"vandalism"	1092377	2
"200603"	"Violation of three-revert rule"	1125723	2
"200603"	"3RR on  Freemasonry and probable sock"	992666	2
"200603"	"user page harrassment. goodbye."	818042	2
"200603"	"3rr on Bat Ye'or"	1002132	2
"200603"	"userpage vandalism; was warned"	1039015	2
"200603"	"3RR violation on [[Macedonians (ethnic group)]]"	1061435	2
"200603"	"Vandalism on several pages"	1137831	2
"200603"	"Adding nonsense, creating nonsense pages."	1105171	2
"200603"	"disruption & personal attacks"	1049652	2
"200603"	"Vandalism-only account."	1132308	2
"200603"	"continued harrassment of editors"	784509	2
"200603"	"The previous block was way too long; the last legal threat i find is June 28 2005"	274187	2
"200603"	"disruption of featured article"	1034152	2
"200603"	"account used solely for attack pages"	1179991	2
"200603"	"repeated vandal"	1165980	2
"200603"	"disruption"	145555	2
"200603"	"Vandalism"	1114651	2
"200603"	"vandalism after warning"	1114121	2
"200603"	"created series of sock-puppet accounts to evade 3RR block"	1051259	2
"200603"	"More vandalism, attacks"	323450	2
"200603"	"trolling on [[Saint Lucy]]"	725849	2
"200603"	"3rr"	149334	2
"200603"	"3RR, incivility"	302655	2
"200603"	"Revert war at [[perfect number]]. 4 reverts in a bit more than 24 hours. Multiply warned and blocked before for same behaviour."	950501	2
"200603"	"vandalism"	508918	2
"200603"	"Blocked for abusive edit summaries"	793033	2
"200603"	"repeat vandalism and blanking of talk page (with warnings) after repeatedly being told not to.  Also has threatened sockpuppetry"	1546543	2
"200603"	"vandalism"	1092377	2
"200603"	"3RR on HIStory"	1006816	2
"200603"	"personal attacks on [[User talk:Philwelch]], trolling, vandalism of AFD"	959012	2
"200603"	"violation of probation terms defined at [[Wikipedia:Requests_for_arbitration/Onefortyone]]"	348857	2
"200603"	"3rr vio at [[freemasonry]]"	649759	2
"200603"	"vandalism, was warned"	1022867	2
"200603"	"A range of personal attacks, homophobic remarks, etc. sent to other users' talk pages. Almost no edits to articles. Has been warned about NPA."	1156512	2
"200603"	"Vandalism"	1110553	2
"200603"	"3RR violation"	87950	2
"200603"	"2nd block of persistant vandal"	1109601	2
"200603"	"vandalism"	1066478	2
"200603"	"unceasing vandalism, warnings present"	1015368	2
"200603"	"2nd offense for vandalism, blanking"	1092994	2
"200603"	"Abusive use of sock puppets"	41813	2
"200603"	"reverting [[Justin Berry]], personal attacks, general trollery"	435621	2
"200603"	"Tendentious editing at An Anarchist FAQ per arbcomm probation"	141644	2
"200603"	"Vandal Account with nothing but disruptive edits"	1024516	2
"200603"	"Civility/personal attacks relating to comparison to the Taliban; general heated behaviour. Short cool down period. Full rationale on [[User_talk:StrangerInParadise]]."	561598	2
"200603"	"[[WP:3RR]] violation on [[IP address]]"	302655	2
"200603"	"Vandalism"	1058061	2
"200603"	"nonsense edits, was warned"	1045113	2
"200603"	"3RR on [[Spic]]"	457099	2
"200603"	"personal attacks"	72454	2
"200603"	"all contributions consist of vandalism"	1140155	2
"200603"	"Hopefully I'm not getting into a wheel war here -- but behavior today is unacceptable, and 1 week seems to be a good block length"	113059	2
"200603"	"[[WP:3RR]] on article [[Muqtada al-Sadr]]"	725849	2
"200603"	"3RR vio on [[REALbasic]]"	1079561	2
"200603"	"repeated vandalism"	1052202	2
"200603"	"3RR on Peter Tatchell"	112979	2
"200603"	"Vandalism.  Warned"	1057185	2
"200603"	"Probable sock evading 3RR on Atomic bombings of Hiroshima and Nagasaki"	1100614	2
"200603"	"vandalism"	606137	2
"200603"	"Disruption on Gostivar"	901264	2
"200603"	"personal atatcks/3RR/highly suspected sockpuppet"	1077622	2
"200603"	"3RR violation (first offfense)"	797145	2
"200603"	"Vandalism"	1142372	2
"200603"	"3rr on List of British Jews"	420178	2
"200603"	"repeated vandalism"	1058418	2
"200603"	"repeated vandalism despite warnings"	716053	2
"200603"	"persistent uploads of copyrighted photos and failure to respond to complaints about same"	1036000	2
"200603"	"violation of 3RR"	308269	2
"200603"	"vandalism"	1109101	2
"200603"	"3RR violation at [[anarcho-capitalism]] and violating his probation"	141644	2
"200603"	"Vandalism and recreation of nn-bios"	1037041	2
"200603"	"3rr on... Jyllands-Posten Muhammad cartoons controversy"	288487	2
"200603"	"[[WP:3RR]] violation on [[Zakir Naik]]. Shortening this block to hours as well since Zora was also blocked for the same time period."	1158035	2
"200603"	"3RR violation at [[Interstate 605]]"	910698	2
"200603"	"3rr vio at [[turkmen people]]"	716477	2
"200603"	"Vandalism after warning, new user time to cool off"	1030270	2
"200603"	"vandalism"	1020651	2
"200603"	"You are fully aware of the controversy Bobblewik's edits have caused; making them yourself is disruptive."	57108	2
"200603"	"3RR violation at [[Gostivar]]"	901264	2
"200603"	"vandalism"	1105660	2
"200603"	"Reverts rather similar to blocked Young Zaphod"	1068127	2
"200603"	"disruption with IPs"	741964	2
"200603"	"using multiple anon ips to circumvent 3rr"	669530	2
"200603"	"Violation of personal attack parole"	293769	2
"200603"	"harassment"	733316	2
"200603"	"gross vandalism"	991827	2
"200603"	"vandalism"	1116516	2
"200603"	"3rr"	112979	2
"200603"	"3d and, arguably, 4th violation of 3RR on the SAME article.  Pretty clear cut."	725849	2
"200603"	"vandalism only a/c. BEen warned."	1020175	2
"200603"	"vandalism"	1114009	2
"200603"	"longer block. I am not going any longer than this, because it's not just a case of simple vandalism, I'm afraid."	822191	2
"200603"	"3rr on Interstate 80 Business (Sacramento, California)"	910698	2
"200603"	"3rr vio at [[Macedonians (ethnic group)]]"	1061435	2
"200603"	"3rr violation"	571319	2
"200603"	"Blanking talk pages, articles, harassing other users."	1058965	2
"200603"	"first offense for submitting a number of copyrighted lyrics and blanking other pages"	1092994	2
"200603"	"edit warring over another user's userpage"	107334	2
"200603"	"3rr"	940908	2
"200603"	"personal attacks"	1049324	2
"200603"	"WP:POINT at AN/3RR"	741964	2
"200603"	"3rr vio at [[Partial-birth abortion]]"	561388	2
"200603"	"Offensive username"	1163162	2
"200603"	"persistent vandalism after warnings and earlier block"	740650	2
"200603"	"3RR violation on [[Orlando Eastwood]]"	1092950	2
"200603"	"vandal sock"	1096419	2
"200603"	"Disruptive behaviour. Has been repeatedly asked not to add [[:category:Humanitarians]]  to articles [[Muqtada al-Sadr]] , [[Che Guevara]] et al., by several users"	725849	2
"200603"	"3rr on Klingon language"	49272	2
"200603"	"[[WP:3RR|3-revert rule]] violation"	1116119	2
"200603"	"Vandalism. Was warned. May be a vandalism-only account. Will monitor his/her contributions when block expires."	1180437	2
"200603"	"violation of ban from [[Wikipedia:Requests_for_arbitration/Copperchair]]"	260349	2
"200603"	"vandalism"	1165468	2
"200603"	"Repeated vandalism after warnings"	1096225	2
"200603"	"Persistent vandalism/recreation of deleted articles"	1130360	2
"200603"	"[[Wikipedia:Requests_for_arbitration/Ultramarine#Consensus_version|ArbCom ruling]] violation"	152649	2
"200603"	"Violation of [[WP:CIVIL]], attacking other editors"	920540	2
"200603"	"Repeated edit warring at [[Perfect number]]. Amply warned on his user talk page about that."	950501	2
"200603"	"Vandalism"	1106445	2
"200603"	"sockpuppeting (User:AChan) to get around 3RR"	998560	2
"200603"	"3rr vio at [[chiropractic]]"	318404	2
"200603"	"3RR on Rec.sport.pro-wrestling"	208899	2
"200603"	"repeated vandalism agter final warning"	549064	2
"200603"	"self-admitted [[WP:3RR]] vio at [[Zakir Naik]]"	44526	2
"200603"	"Inveterate troller and poster of racist slurs, has gotten second chances galore. Needs a timeout to think about contributing to the encyclopedia."	1029813	2
"200603"	"vandalism -- [[Image:Autofellatio_2.jpg]]"	872383	2
"200603"	"voting, bad faith edits; warning block"	822191	2
"200603"	"3rr vio at [[Roy Gordon Lawrence]]"	686603	2
"200603"	"Vandalism"	1067418	2
"200603"	"3rr violation on [[Flamebird]]"	149106	2
"200603"	"vandalism"	454491	2
"200603"	"3RR on Rec.sport.pro-wrestling"	210000	2
"200603"	"revert war and vandalism again, was warned for it. Please don't do this again."	650978	2
"200603"	"Disruptive edit warring with Marksweep"	47960	2
"200603"	"block for violating civility rules on NLP. http://en.wikipedia.org/w/index.php?title=Talk:Neuro-linguistic_programming/Workshop&diff=42633003&oldid=42632821"	368032	2
"200603"	"Two-day ban under provisions of Probation.  See http://en.wikipedia.org/w/index.php?title=Wikipedia:Requests_for_arbitration/Pedophilia_userbox_wheel_war&diff=46306609&oldid=45614527"	113059	2
"200603"	"3rr on Operation_Iraqi_Freedom_Documents"	336331	2
"200603"	"Threatening to revert war, and persistent disruptive behaviour re. [[WP:OFFICE]] on [[Justin Berry]]; see my rationale at [[User_talk:Corax]]"	116807	2
"200603"	"3RR violation on [[Simon Strelchik]]"	132157	2
"200603"	"3rr on Quizzing.co.uk"	25916	2
"200603"	"3rr violation on [[Gostivar]]"	901264	2
"200603"	"11RR vio"	741964	2
"200603"	"3rr vio at [[Simon Strelchik]]"	1135568	2
"200603"	"repeatead vandalisms"	490646	2
"200603"	"sockpuppet of the matt leinart vandal, repeating same vandalism"	991883	2
"200603"	"From user talk: ""I think I won't stop vandalizing pages before the stars fall from the sky."""	1136783	2
"200603"	"vandalism"	1072489	2
"200603"	"repeat vandalism"	1155419	2
"200603"	"3rr violations (x2), harassment of users, incivility, probable sockpuppet of blocked user"	1044619	2
"200603"	"Personal attacks, could as well have been indef, but account wasn't used for bad-faith vandalism only"	1103375	2
"200603"	"block for violating civility rules on NLP. Katefan0 <katefan0wiki@gmail.com>"	368032	2
"200603"	"3rr and disruption on David Hilbert"	921428	2
"200603"	"3rr on Ramona Amiri"	1120652	2
"200603"	"Vandalism of userpages despite a warning"	982625	2
"200603"	"trolling something chronic, sockpuppeteering"	815813	2
"200603"	"vandalism"	1113452	2
"200603"	"persistant vandal"	684607	2
"200603"	"vandalism, personal attacks, both against [[User:JIP]]"	1031274	2
"200603"	"vandalism, followed by repeated warning removal vandalism and personal attacks"	1145396	2
"200603"	"3rr on copernicus"	1004961	2
"200603"	"giving vandal a chance to cool off"	1011565	2
"200604"	"vandalism"	1301219	2
"200604"	"3RR [[WP:3RR]] on [[Alessandra Mussolini]]"	847736	2
"200604"	"continuing vandalism"	1187914	2
"200604"	"egregious and disruptive wide-scale edit warring; just returned from a week-long block for same, 11th such block; see [[WP:AN/I]]"	330204	2
"200604"	"repeated blanking of warnings from usertalk page while blocked for vandalism"	1202271	2
"200604"	"3RR violation at [[field (mathematics)]]"	950501	2
"200604"	"edit warring, continuing where [[User talk:YanMill]] left off"	1286051	2
"200604"	"Vandalism"	1280521	2
"200604"	"vandalism"	1238106	2
"200604"	"3RR violation at [[Music of Turkey]]"	926144	2
"200604"	"[[WP:3RR]] acc. to report"	1033283	2
"200604"	"3rr on Pope Benedict XVI"	1339809	2
"200604"	"disruption"	1238686	2
"200604"	"Vandalism - was warned"	1264032	2
"200604"	"Disruptive editing/3RR on [[Rationales to impeach George W. Bush]]"	236366	2
"200604"	"trolling, personal attacks"	331127	2
"200604"	"repeatedly reverting against consensus on [[Michael Jackson]] violating the spirit of 3RR not to mention WP:OWN ... 1 month cool off period (you've been warned ample times)"	679302	2
"200604"	"personnal attacks"	1271574	2
"200604"	"vandalism"	1339002	2
"200604"	"vandalism"	1327192	2
"200604"	"3rr, revert warring on [[Persian people]]"	526918	2
"200604"	"Vandalism"	1318905	2
"200604"	"3rr continued creation of deleted material"	969188	2
"200604"	"3rr on  Uranium trioxide"	695736	2
"200604"	"vandalism"	1328911	2
"200604"	"vandal"	1267476	2
"200604"	"vandalismo"	1281730	2
"200604"	"talk page vandalism"	1167320	2
"200604"	"vandalism"	1198362	2
"200604"	"vandalism"	1297906	2
"200604"	"creating nonsense vanity, was warned"	1284999	2
"200604"	"[[WP:3RR|Three Revert Rule]] violation on [[Gunpowder]]"	1098396	2
"200604"	"disruption, continued vandalism to gang related articles"	1150408	2
"200604"	"5th 3rr vio"	466515	2
"200604"	"Userpage vandalism, POV pushing"	1069431	2
"200604"	"legal threats"	675164	2
"200604"	"nothing but blatant repeat vandalism"	1031872	2
"200604"	"3rr on Germany"	1234350	2
"200604"	"aggresive attacks, namecalling other wikipedians"	1121714	2
"200604"	"vandal and pervert"	1337831	2
"200604"	"3rr vio at [[Norman Finkelstein]]"	930881	2
"200604"	"vandalism to [[Matthew Werkmeister]]"	1181022	2
"200604"	"personal attacks, disruption, incivility"	210000	2
"200604"	"Personal attacks and ongoing disruption"	302655	2
"200604"	"Vandalism and page blanking"	1167776	2
"200604"	"sudden burst of vandalism"	1286587	2
"200604"	"vindictive cross-wiki attacks on [[User:Tawker]]"	457099	2
"200604"	"repeat vandal"	1231385	2
"200604"	"Sockpuppet of [[RememberOctober29|]], violated [[WP:NPA]] on my talk page"	379199	2
"200604"	"likely abusive sock"	1240501	2
"200604"	"Multiple vandal"	1338433	2
"200604"	"vandalism, was warned"	1329286	2
"200604"	"3rr on Ahmed_Osman"	608964	2
"200604"	"repeated vandalism"	1322623	2
"200604"	"3rr on ararchism"	287446	2
"200604"	"vandalism"	1092551	2
"200604"	"vandalism after warning"	1205803	2
"200604"	"Violation of [[Wikipedia:Requests_for_arbitration/RJII_v._Firebug#RJII_placed_on_personal_attack_parole]], see log of that page"	141644	2
"200604"	"vandalism"	1026062	2
"200604"	"adding of deliberate misinformation and general vandalism"	964780	2
"200604"	"vandalism"	1322868	2
"200604"	"Long edit war on [[Cuba]], blanking warnings on talk page, needs some time to cool off."	62904	2
"200604"	"3rr on Cold fusion"	207604	2
"200604"	"blanker"	974246	2
"200604"	"I really should indef block you for your crap articles, personal attacks, and user space vandalisms, but I'm feeling generous."	202787	2
"200604"	"vandalism"	936579	2
"200604"	"page blanking"	1210578	2
"200604"	"vandalism"	1241131	2
"200604"	"free tibet vandalism"	1303257	2
"200604"	"3RR (actually about 8 or 9 RR) on [[Wikipedia:No original research]]"	887489	2
"200604"	"3RR vio, also for deleting other people's comments on talkpages (you don't get to do that ONCE, let alone 4 times)."	613040	2
"200604"	"incivility"	672235	2
"200604"	"Edit warring / 3RR violation"	207604	2
"200604"	"POV edits, article degradation, POV pushing,  abuse of other editors, lack of good faith"	383408	2
"200604"	"3rr on [[Global warming]]"	1213562	2
"200604"	"3RR on [[Rationales to impeach George W. Bush]]"	955887	2
"200604"	"Blocked for 48 hours to due to suspected sock-puppetry and wiki-stalking administrator"	1163272	2
"200604"	"48 hours: [[WP:3RR]]"	258229	2
"200604"	"a history only of disruptive edits; warned repeatedly"	1279172	2
"200604"	"continued personal attacks (and threats for more)"	195268	2
"200604"	"3rr"	1152678	2
"200604"	"vandalism"	1283287	2
"200604"	"Repeated vandalism and personal attacks"	363845	2
"200604"	"personal attacks, threats"	51614	2
"200604"	"Using Wikipedia to create the attack page [[James Sutton]]."	1187914	2
"200604"	"vandalism, personal attacks"	1170474	2
"200604"	"3RR, misleading edit summaries, sockpuppet of [[User:RiL]]"	1315610	2
"200604"	"3RR violation on [[Three_6_Mafia]]"	394766	2
"200604"	"vandalism, disruption, 3RR, sockpuppetry, was warned"	1134953	2
"200604"	"vandalism"	1278060	2
"200604"	"Edit warring, repeat 3Rr violations, and this [http://en.wikipedia.org/w/index.php?title=Talk:Colonel_%28Mega_Man%29&diff=next&oldid=50390463]"	1290107	2
"200604"	"3RR, incivility"	149334	2
"200604"	"insults, vandalsim"	1219705	2
"200604"	"vandal-only"	1251526	2
"200604"	"attacks"	379199	2
"200604"	"Violation of [[WP:3RR|Three revert rule]] at [[Al-Ahbash]]"	339774	2
"200604"	"3RR violation"	796699	2
"200604"	"vandal user, offensive edits, attacks on other editors"	1325217	2
"200604"	"vandal-only"	1247888	2
"200604"	"removal of other users's edits as ""vandalism"", running a sock farm, harassing other editors."	1015548	2
"200604"	"vandalism & attack pages such as ""Jeff goldsmith"""	1175618	2
"200604"	"[[WP:3RR] violation at [[Partial-birth abortion]]"	561388	2
"200604"	"3rr on gunpowder"	1225348	2
"200604"	"repeat vandalism after warnings"	1079254	2
"200604"	"being highly disruptive on List of shock sites and the adf on list of shock sites"	606416	2
"200604"	"blatant personal attacks"	1147797	2
